URN,LA (code),LA (name),EstablishmentNumber,EstablishmentName,TypeOfEstablishment (name),EstablishmentTypeGroup (name),EstablishmentStatus (name),OpenDate,CloseDate,PhaseOfEducation (name),StatutoryLowAge,StatutoryHighAge,SchoolCapacity,NumberOfPupils,NumberOfBoys,NumberOfGirls,PercentageFSM,Trusts (name),FederationFlag (name),Federations (name),UKPRN,GOR (name),UrbanRural (name),GSSLACode (name),Easting,Northing,UPRN
108578,392,North Tyneside,2026,Preston Grange Primary School,Foundation school,Local authority maintained schools,Open,,,Primary,3,11,240,240,118,122,9.1,,Not under a federation,,10069381,North East,(England/Wales) Urban major conurbation,E08000022,434459,570384,47022003
108579,392,North Tyneside,2031,Shiremoor Primary School,Community school,Local authority maintained schools,Open,,,Primary,2,11,418,427,212,215,27,,Not under a federation,,10078378,North East,(England/Wales) Urban major conurbation,E08000022,431466,571055,47084653
108580,392,North Tyneside,2032,Backworth Park Primary School,Community school,Local authority maintained schools,Open,,,Primary,3,11,341,226,121,105,25.2,,Not under a federation,,10072201,North East,(England/Wales) Rural town and fringe,E08000022,430081,572133,47084735
108581,392,North Tyneside,2036,Holystone Primary School,Community school,Local authority maintained schools,Open,,,Primary,3,11,479,468,241,227,6,,Not under a federation,,10072200,North East,(England/Wales) Urban major conurbation,E08000022,430335,570536,47097263
108582,392,North Tyneside,2037,Westmoor Primary School,Foundation school,Local authority maintained schools,Open,,,Primary,3,11,315,354,172,182,7.4,The North Tyneside Learning Trust,Not under a federation,,10069380,North East,(England/Wales) Urban major conurbation,E08000022,427415,570572,47101847
108583,392,North Tyneside,2041,Rockcliffe First School,Foundation school,Local authority maintained schools,Open,,,Primary,3,9,251,277,146,131,8.4,The North Tyneside Learning Trust,Not under a federation,,10077811,North East,(England/Wales) Urban major conurbation,E08000022,436268,571908,47040136
108584,392,North Tyneside,2042,Appletree Gardens First School,Foundation school,Local authority maintained schools,Open,,,Primary,2,9,293,344,160,184,26.4,The North Tyneside Learning Trust,Not under a federation,,10077810,North East,(England/Wales) Urban major conurbation,E08000022,434356,571526,47037062
108585,392,North Tyneside,2046,Southridge First School,Community school,Local authority maintained schools,Open,,,Primary,3,9,300,350,163,187,1.3,,Not under a federation,,10077809,North East,(England/Wales) Urban major conurbation,E08000022,433895,572912,47026332
108586,392,North Tyneside,2048,Amberley Primary School,Foundation school,Local authority maintained schools,Open,,,Primary,3,11,420,450,227,223,12.3,The North Tyneside Learning Trust,Not under a federation,,10077517,North East,(England/Wales) Urban major conurbation,E08000022,427997,571590,47030376
108587,392,North Tyneside,2054,Bailey Green Primary School,Community school,Local authority maintained schools,Open,,,Primary,0,11,524,454,270,184,19.6,,Not under a federation,,10078377,North East,(England/Wales) Urban major conurbation,E08000022,427393,571672,47094556
108588,392,North Tyneside,2055,South Wellfield First School,Community school,Local authority maintained schools,Open,,,Primary,3,9,300,349,181,168,5.5,,Not under a federation,,10077808,North East,(England/Wales) Urban major conurbation,E08000022,432654,571984,47067885
108589,392,North Tyneside,2058,Marine Park First School,Community school,Local authority maintained schools,Open,,,Primary,3,9,378,509,256,253,7,,Not under a federation,,10077807,North East,(England/Wales) Urban major conurbation,E08000022,435336,572634,47105403
108590,392,North Tyneside,2059,Coquet Park First School,Community school,Local authority maintained schools,Open,,,Primary,3,9,150,184,99,85,2.6,,Not under a federation,,10077806,North East,(England/Wales) Urban major conurbation,E08000022,434916,573197,47104895
108591,392,North Tyneside,2060,Langley First School,Community school,Local authority maintained schools,Open,,,Primary,3,9,330,357,178,179,8.1,,Not under a federation,,10077805,North East,(England/Wales) Urban major conurbation,E08000022,433755,571390,47054098
108592,392,North Tyneside,2062,Carville Primary School,Foundation school,Local authority maintained schools,Open,,,Primary,3,11,314,191,94,97,53.1,The North Tyneside Learning Trust,Not under a federation,,10077516,North East,(England/Wales) Urban major conurbation,E08000022,429690,565935,47004694
108594,392,North Tyneside,2065,Wallsend Jubilee Primary School,Foundation school,Local authority maintained schools,Open,,,Primary,3,11,420,370,183,187,25.7,The North Tyneside Learning Trust,Not under a federation,,10073707,North East,(England/Wales) Urban major conurbation,E08000022,429350,567955,47063881
108595,392,North Tyneside,2068,Battle Hill Primary School,Foundation school,Local authority maintained schools,Open,,,Primary,2,11,420,327,168,159,35.2,The North Tyneside Learning Trust,Not under a federation,,10077515,North East,(England/Wales) Urban major conurbation,E08000022,430893,568360,47010029
108596,392,North Tyneside,2069,Richardson Dees Primary School,Foundation school,Local authority maintained schools,Open,,,Primary,3,11,210,238,112,126,40.4,The North Tyneside Learning Trust,Not under a federation,,10069379,North East,(England/Wales) Urban major conurbation,E08000022,430529,566548,47046363
108597,392,North Tyneside,2070,Stephenson Memorial Primary School,Foundation school,Local authority maintained schools,Open,,,Primary,2,11,496,382,218,164,38.5,The North Tyneside Learning Trust,Not under a federation,,10077514,North East,(England/Wales) Urban major conurbation,E08000022,432275,566938,47059565
108599,392,North Tyneside,2072,Redesdale Primary School,Foundation school,Local authority maintained schools,Open,,,Primary,3,11,350,275,139,136,12.4,The North Tyneside Learning Trust,Not under a federation,,10077513,North East,(England/Wales) Urban major conurbation,E08000022,428915,567889,47098439
108600,392,North Tyneside,2074,Whitley Lodge First School,Community school,Local authority maintained schools,Open,,,Primary,3,9,230,271,149,122,4.7,,Not under a federation,,10077804,North East,(England/Wales) Urban major conurbation,E08000022,434312,573595,47099366
108602,392,North Tyneside,2076,Collingwood Primary School,Community school,Local authority maintained schools,Open,,,Primary,3,11,410,375,202,173,42.9,,Not under a federation,,10072199,North East,(England/Wales) Urban major conurbation,E08000022,434015,568375,47072179
108603,392,North Tyneside,2077,Balliol Primary School,Foundation school,Local authority maintained schools,Open,,,Primary,2,11,210,154,85,69,42.2,The North Tyneside Learning Trust,Not under a federation,,10069320,North East,(England/Wales) Urban major conurbation,E08000022,426854,568581,47021063
108604,392,North Tyneside,2078,Benton Dene Primary School,Foundation school,Local authority maintained schools,Open,,,Primary,3,11,420,490,254,236,14,The North Tyneside Learning Trust,Not under a federation,,10069319,North East,(England/Wales) Urban major conurbation,E08000022,427327,569417,47234321
108605,392,North Tyneside,2079,Forest Hall Primary School,Foundation school,Local authority maintained schools,Open,,,Primary,3,11,236,187,105,82,21.8,The North Tyneside Learning Trust,Not under a federation,,10069378,North East,(England/Wales) Urban major conurbation,E08000022,427920,570146,47027958
108606,392,North Tyneside,2080,Ivy Road Primary School,Foundation school,Local authority maintained schools,Open,,,Primary,2,11,210,151,76,75,34.1,The North Tyneside Learning Trust,Not under a federation,,10069377,North East,(England/Wales) Urban major conurbation,E08000022,428437,569903,47050107
108607,392,North Tyneside,2081,New York Primary School,Community school,Local authority maintained schools,Open,,,Primary,2,11,297,355,184,171,28.2,,Not under a federation,,10078376,North East,(England/Wales) Urban major conurbation,E08000022,433067,569817,47053746
108608,392,North Tyneside,2082,Denbigh Community Primary School,Foundation school,Local authority maintained schools,Open,,,Primary,3,11,472,459,226,233,32.6,The North Tyneside Learning Trust,Not under a federation,,10069376,North East,(England/Wales) Urban major conurbation,E08000022,432274,567400,47028076
108609,392,North Tyneside,2083,Greenfields Community Primary School,Foundation school,Local authority maintained schools,Open,,,Primary,2,11,420,260,137,123,22.7,The North Tyneside Learning Trust,Not under a federation,,10077512,North East,(England/Wales) Rural town and fringe,E08000022,424376,572843,47070238
108610,392,North Tyneside,2084,Hazlewood Community Primary School,Foundation school,Local authority maintained schools,Open,,,Primary,3,11,269,248,133,115,21.8,The North Tyneside Learning Trust,Not under a federation,,10073706,North East,(England/Wales) Rural town and fringe,E08000022,423763,572364,47018720
108611,392,North Tyneside,2085,Fordley Primary School,Foundation school,Local authority maintained schools,Open,,,Primary,2,11,420,300,160,140,28.7,,Not under a federation,,10069375,North East,(England/Wales) Urban major conurbation,E08000022,426385,573693,47029914
108612,392,North Tyneside,2086,Burradon Community Primary School,Foundation school,Local authority maintained schools,Open,,,Primary,3,11,200,175,92,83,31.4,The North Tyneside Learning Trust,Not under a federation,,10069374,North East,(England/Wales) Urban major conurbation,E08000022,427072,572382,47226874
108614,392,North Tyneside,3301,Christ Church CofE Primary School,Voluntary aided school,Local authority maintained schools,Open,,,Primary,3,11,180,182,93,89,33.7,,Not under a federation,,10075938,North East,(England/Wales) Urban major conurbation,E08000022,435483,568731,47001118
108615,392,North Tyneside,3302,St Bartholomew's Church of England Primary School (Aided),Voluntary aided school,Local authority maintained schools,Open,,,Primary,3,11,236,225,128,97,10.5,,Not under a federation,,10075937,North East,(England/Wales) Urban major conurbation,E08000022,427309,568845,47238246
108616,392,North Tyneside,3305,St Cuthberts Roman Catholic Primary School Aided,Voluntary aided school,Local authority maintained schools,Open but proposed to close,,31/05/2021,Primary,3,11,242,236,140,96,23.4,,Not under a federation,,10074445,North East,(England/Wales) Urban major conurbation,E08000022,435168,568231,47057024
108617,392,North Tyneside,3308,St Josephs Roman Catholic Primary School Aided,Voluntary aided school,Local authority maintained schools,Open but proposed to close,,31/05/2021,Primary,3,11,315,304,139,165,46.7,,Not under a federation,,10074444,North East,(England/Wales) Urban major conurbation,E08000022,434126,568024,47092184
108618,392,North Tyneside,3309,St Marys Roman Catholic Primary School Aided,Voluntary aided school,Local authority maintained schools,Open but proposed to close,,31/05/2021,Primary,3,11,210,237,119,118,1.7,,Not under a federation,,10074443,North East,(England/Wales) Urban major conurbation,E08000022,435332,570925,47091558
108620,392,North Tyneside,3315,St Marys Roman Catholic Primary School Aided,Voluntary aided school,Local authority maintained schools,Open,,,Primary,4,11,210,199,94,105,10.6,,Not under a federation,,10074442,North East,(England/Wales) Urban major conurbation,E08000022,427962,570303,47040768
108621,392,North Tyneside,3316,St Stephens Roman Catholic Primary School Aided,Voluntary aided school,Local authority maintained schools,Open,,,Primary,3,11,262,232,106,126,18.5,,Not under a federation,,10074441,North East,(England/Wales) Urban major conurbation,E08000022,427274,568826,47238247
108622,392,North Tyneside,3317,Star of the Sea RC VA Primary,Voluntary aided school,Local authority maintained schools,Open but proposed to close,,31/05/2021,Primary,3,11,420,417,210,207,7.9,,Not under a federation,,10074440,North East,(England/Wales) Urban major conurbation,E08000022,434277,571103,47003308
108623,392,North Tyneside,3318,St Aidan's Roman Catholic Primary School,Voluntary aided school,Local authority maintained schools,Open,,,Primary,3,11,236,222,113,109,26.2,,Not under a federation,,10074439,North East,(England/Wales) Urban major conurbation,E08000022,431788,567973,47025365
108624,392,North Tyneside,3319,St Bernadettes Roman Catholic Primary School Aided,Voluntary aided school,Local authority maintained schools,Open,,,Primary,3,11,315,342,171,171,9.5,,Not under a federation,,10078165,North East,(England/Wales) Urban major conurbation,E08000022,429856,568061,47076316
108625,392,North Tyneside,3320,St Columbas Roman Catholic Primary School Aided,Voluntary aided school,Local authority maintained schools,Open,,,Primary,3,11,210,231,118,113,16.1,,Not under a federation,,10074438,North East,(England/Wales) Urban major conurbation,E08000022,429434,566944,47085257
108626,392,North Tyneside,3321,Wallsend St Peter's CofE Aided Primary School,Voluntary aided school,Local authority maintained schools,Open,,,Primary,3,11,208,169,90,79,30.2,,Not under a federation,,10075936,North East,(England/Wales) Urban major conurbation,E08000022,431137,566660,47066059
108627,392,North Tyneside,4006,Marden High School,Foundation school,Local authority maintained schools,Open,,,Secondary,11,16,905,847,446,401,8.6,The North Tyneside Learning Trust,Not under a federation,,10016873,North East,(England/Wales) Urban major conurbation,E08000022,435807,570445,47091558
